"rsq_orig","prsq","prsq_pval","density","niter"
0.592376347644721,0.487878799727491,0.006,0.1,1000
0.592376347644721,0.415328047404624,0.006,0.1,1000
0.592376347644721,0.505603854437399,0.006,0.1,1000
0.592376347644721,0.503833395569645,0.006,0.1,1000
0.592376347644721,0.436615552281497,0.006,0.1,1000
0.592376347644721,0.441290040305002,0.006,0.1,1000
0.592376347644721,0.486176375456319,0.006,0.1,1000
0.592376347644721,0.323923324512852,0.006,0.1,1000
0.592376347644721,0.387558937081435,0.006,0.1,1000
0.592376347644721,0.471195615501217,0.006,0.1,1000
0.592376347644721,0.410376368515852,0.006,0.1,1000
0.592376347644721,0.542683423642752,0.006,0.1,1000
0.592376347644721,0.359648309201222,0.006,0.1,1000
0.592376347644721,0.513842810403224,0.006,0.1,1000
0.592376347644721,0.476052912484283,0.006,0.1,1000
0.592376347644721,0.482994914757818,0.006,0.1,1000
0.592376347644721,0.360983479045754,0.006,0.1,1000
0.592376347644721,0.412230816471812,0.006,0.1,1000
0.592376347644721,0.472785087073203,0.006,0.1,1000
0.592376347644721,0.467935165718901,0.006,0.1,1000
0.592376347644721,0.326764866104256,0.006,0.1,1000
0.592376347644721,0.4296383068536,0.006,0.1,1000
0.592376347644721,0.426578244225694,0.006,0.1,1000
0.592376347644721,0.473059042324667,0.006,0.1,1000
0.592376347644721,0.384541190967967,0.006,0.1,1000
0.592376347644721,0.420231637345176,0.006,0.1,1000
0.592376347644721,0.376540453526317,0.006,0.1,1000
0.592376347644721,0.431009362380011,0.006,0.1,1000
0.592376347644721,0.308603827981312,0.006,0.1,1000
0.592376347644721,0.553486375689821,0.006,0.1,1000
0.592376347644721,0.39182895320836,0.006,0.1,1000
0.592376347644721,0.44535653407721,0.006,0.1,1000
0.592376347644721,0.507836721639523,0.006,0.1,1000
0.592376347644721,0.396674178520573,0.006,0.1,1000
0.592376347644721,0.371857898776607,0.006,0.1,1000
0.592376347644721,0.419396547413293,0.006,0.1,1000
0.592376347644721,0.471150453495321,0.006,0.1,1000
0.592376347644721,0.411429969257428,0.006,0.1,1000
0.592376347644721,0.415688930178135,0.006,0.1,1000
0.592376347644721,0.423246264366817,0.006,0.1,1000
0.592376347644721,0.429955584355937,0.006,0.1,1000
0.592376347644721,0.431903412128518,0.006,0.1,1000
0.592376347644721,0.465020201214852,0.006,0.1,1000
0.592376347644721,0.406784421162844,0.006,0.1,1000
0.592376347644721,0.286769472883163,0.006,0.1,1000
0.592376347644721,0.504521787115013,0.006,0.1,1000
0.592376347644721,0.520118342339148,0.006,0.1,1000
0.592376347644721,0.439377470500086,0.006,0.1,1000
0.592376347644721,0.525534608744609,0.006,0.1,1000
0.592376347644721,0.548038533768429,0.006,0.1,1000
0.592376347644721,0.368265206612308,0.006,0.1,1000
0.592376347644721,0.430169907080523,0.006,0.1,1000
0.592376347644721,0.394115836685618,0.006,0.1,1000
0.592376347644721,0.537491229273146,0.006,0.1,1000
0.592376347644721,0.430326225249965,0.006,0.1,1000
0.592376347644721,0.419159640900824,0.006,0.1,1000
0.592376347644721,0.436819544508525,0.006,0.1,1000
0.592376347644721,0.428842122911049,0.006,0.1,1000
0.592376347644721,0.434820113173383,0.006,0.1,1000
0.592376347644721,0.428014070876744,0.006,0.1,1000
0.592376347644721,0.496569901258469,0.006,0.1,1000
0.592376347644721,0.388500823984224,0.006,0.1,1000
0.592376347644721,0.342658808481601,0.006,0.1,1000
0.592376347644721,0.386727028485339,0.006,0.1,1000
0.592376347644721,0.417681968777691,0.006,0.1,1000
0.592376347644721,0.507808628581506,0.006,0.1,1000
0.592376347644721,0.404967375212088,0.006,0.1,1000
0.592376347644721,0.403513070769106,0.006,0.1,1000
0.592376347644721,0.409218543161841,0.006,0.1,1000
0.592376347644721,0.420252411883659,0.006,0.1,1000
0.592376347644721,0.486070505359106,0.006,0.1,1000
0.592376347644721,0.357746985983772,0.006,0.1,1000
0.592376347644721,0.395853016063386,0.006,0.1,1000
0.592376347644721,0.376001312113057,0.006,0.1,1000
