"rsq_orig","prsq","prsq_pval","density","niter"
0.639814625210879,0.600218402436042,0.297,0.1,1000
0.639814625210879,0.58978013031222,0.297,0.1,1000
0.639814625210879,0.591812851461624,0.297,0.1,1000
0.639814625210879,0.594667033853055,0.297,0.1,1000
0.639814625210879,0.484609461351628,0.297,0.1,1000
0.639814625210879,0.6479023881471,0.297,0.1,1000
0.639814625210879,0.596905907815969,0.297,0.1,1000
0.639814625210879,0.645082301564683,0.297,0.1,1000
0.639814625210879,0.585392178115526,0.297,0.1,1000
0.639814625210879,0.615871566743937,0.297,0.1,1000
0.639814625210879,0.649823055656717,0.297,0.1,1000
0.639814625210879,0.639207101377411,0.297,0.1,1000
0.639814625210879,0.536127244315235,0.297,0.1,1000
0.639814625210879,0.663148713259703,0.297,0.1,1000
0.639814625210879,0.618891903315822,0.297,0.1,1000
0.639814625210879,0.64747726843564,0.297,0.1,1000
0.639814625210879,0.605809665432884,0.297,0.1,1000
0.639814625210879,0.538950226059781,0.297,0.1,1000
0.639814625210879,0.501204105240014,0.297,0.1,1000
0.639814625210879,0.55315019967513,0.297,0.1,1000
0.639814625210879,0.648120725970589,0.297,0.1,1000
0.639814625210879,0.61084943041092,0.297,0.1,1000
0.639814625210879,0.574948546624918,0.297,0.1,1000
0.639814625210879,0.660325467341573,0.297,0.1,1000
0.639814625210879,0.566944655439349,0.297,0.1,1000
0.639814625210879,0.593971204592621,0.297,0.1,1000
0.639814625210879,0.608182766390998,0.297,0.1,1000
0.639814625210879,0.649017276924829,0.297,0.1,1000
0.639814625210879,0.600145335904118,0.297,0.1,1000
0.639814625210879,0.583142009812175,0.297,0.1,1000
0.639814625210879,0.596428794854319,0.297,0.1,1000
0.639814625210879,0.650311360298161,0.297,0.1,1000
0.639814625210879,0.615751302933014,0.297,0.1,1000
0.639814625210879,0.648622397511729,0.297,0.1,1000
0.639814625210879,0.606315061434753,0.297,0.1,1000
0.639814625210879,0.616408575563562,0.297,0.1,1000
0.639814625210879,0.522078340761249,0.297,0.1,1000
0.639814625210879,0.563453553165393,0.297,0.1,1000
0.639814625210879,0.579327659795936,0.297,0.1,1000
0.639814625210879,0.574677916089404,0.297,0.1,1000
0.639814625210879,0.656984647143932,0.297,0.1,1000
0.639814625210879,0.699235057235955,0.297,0.1,1000
0.639814625210879,0.512330378385802,0.297,0.1,1000
0.639814625210879,0.536395252406237,0.297,0.1,1000
0.639814625210879,0.635346917935355,0.297,0.1,1000
0.639814625210879,0.514626210694867,0.297,0.1,1000
0.639814625210879,0.452181719982175,0.297,0.1,1000
0.639814625210879,0.581319155505422,0.297,0.1,1000
0.639814625210879,0.592431286947243,0.297,0.1,1000
0.639814625210879,0.60086857203198,0.297,0.1,1000
0.639814625210879,0.581348875454331,0.297,0.1,1000
0.639814625210879,0.625373348062239,0.297,0.1,1000
0.639814625210879,0.626188607020841,0.297,0.1,1000
0.639814625210879,0.602730465140391,0.297,0.1,1000
0.639814625210879,0.520020807780859,0.297,0.1,1000
0.639814625210879,0.636248272369691,0.297,0.1,1000
0.639814625210879,0.557738186703461,0.297,0.1,1000
0.639814625210879,0.59287897040692,0.297,0.1,1000
0.639814625210879,0.585096017870013,0.297,0.1,1000
0.639814625210879,0.614912379253062,0.297,0.1,1000
0.639814625210879,0.626253058733842,0.297,0.1,1000
0.639814625210879,0.604699027829751,0.297,0.1,1000
0.639814625210879,0.63225152353902,0.297,0.1,1000
0.639814625210879,0.618219481344259,0.297,0.1,1000
0.639814625210879,0.593196209683294,0.297,0.1,1000
0.639814625210879,0.627663832020035,0.297,0.1,1000
0.639814625210879,0.638941514116413,0.297,0.1,1000
0.639814625210879,0.707284010998694,0.297,0.1,1000
0.639814625210879,0.595685320143358,0.297,0.1,1000
0.639814625210879,0.582951780587469,0.297,0.1,1000
0.639814625210879,0.656809129651861,0.297,0.1,1000
0.639814625210879,0.61086573674358,0.297,0.1,1000
0.639814625210879,0.661858024589756,0.297,0.1,1000
0.639814625210879,0.590651284984921,0.297,0.1,1000
0.639814625210879,0.562300685702341,0.297,0.1,1000
0.639814625210879,0.570327252635911,0.297,0.1,1000
0.639814625210879,0.638620097913473,0.297,0.1,1000
0.639814625210879,0.575688229898628,0.297,0.1,1000
0.639814625210879,0.595809286005571,0.297,0.1,1000
0.639814625210879,0.669610385215824,0.297,0.1,1000
0.639814625210879,0.632251390846208,0.297,0.1,1000
0.639814625210879,0.595697875948201,0.297,0.1,1000
0.639814625210879,0.612030399876732,0.297,0.1,1000
0.639814625210879,0.603630892329327,0.297,0.1,1000
0.639814625210879,0.648513774006761,0.297,0.1,1000
0.639814625210879,0.674155173896987,0.297,0.1,1000
0.639814625210879,0.643924912169184,0.297,0.1,1000
0.639814625210879,0.688259102433431,0.297,0.1,1000
0.639814625210879,0.634758658175722,0.297,0.1,1000
0.639814625210879,0.657592551076953,0.297,0.1,1000
0.639814625210879,0.646872290263054,0.297,0.1,1000
0.639814625210879,0.585286507029964,0.297,0.1,1000
0.639814625210879,0.616102060425479,0.297,0.1,1000
0.639814625210879,0.606433921722423,0.297,0.1,1000
0.639814625210879,0.55537359127806,0.297,0.1,1000
0.639814625210879,0.596503318948288,0.297,0.1,1000
0.639814625210879,0.60015966541089,0.297,0.1,1000
0.639814625210879,0.639966737953176,0.297,0.1,1000
0.639814625210879,0.679048440663633,0.297,0.1,1000
0.639814625210879,0.668906701493435,0.297,0.1,1000
0.639814625210879,0.60379917152196,0.297,0.1,1000
0.639814625210879,0.599428072863222,0.297,0.1,1000
0.639814625210879,0.516003800470229,0.297,0.1,1000
0.639814625210879,0.564866488585669,0.297,0.1,1000
0.639814625210879,0.656128036192813,0.297,0.1,1000
0.639814625210879,0.561337142548573,0.297,0.1,1000
0.639814625210879,0.592510170837263,0.297,0.1,1000
0.639814625210879,0.64728501897554,0.297,0.1,1000
0.639814625210879,0.636035996701915,0.297,0.1,1000
0.639814625210879,0.617688831370773,0.297,0.1,1000
0.639814625210879,0.664063796500611,0.297,0.1,1000
0.639814625210879,0.592760456433353,0.297,0.1,1000
0.639814625210879,0.649580630447546,0.297,0.1,1000
0.639814625210879,0.619820164093622,0.297,0.1,1000
0.639814625210879,0.601767100364335,0.297,0.1,1000
0.639814625210879,0.64521122630226,0.297,0.1,1000
0.639814625210879,0.604616381904511,0.297,0.1,1000
0.639814625210879,0.622019948908878,0.297,0.1,1000
0.639814625210879,0.64618047005194,0.297,0.1,1000
0.639814625210879,0.638724252833197,0.297,0.1,1000
0.639814625210879,0.607662922380444,0.297,0.1,1000
0.639814625210879,0.584552065676361,0.297,0.1,1000
0.639814625210879,0.677369572704679,0.297,0.1,1000
0.639814625210879,0.636756115334227,0.297,0.1,1000
0.639814625210879,0.567706927577555,0.297,0.1,1000
0.639814625210879,0.690119594944026,0.297,0.1,1000
0.639814625210879,0.577165314181668,0.297,0.1,1000
0.639814625210879,0.638008374960612,0.297,0.1,1000
0.639814625210879,0.641882423031052,0.297,0.1,1000
0.639814625210879,0.570544341829516,0.297,0.1,1000
0.639814625210879,0.637199158186384,0.297,0.1,1000
0.639814625210879,0.599324557097199,0.297,0.1,1000
0.639814625210879,0.507014578435552,0.297,0.1,1000
0.639814625210879,0.606656977555223,0.297,0.1,1000
0.639814625210879,0.626105762862009,0.297,0.1,1000
0.639814625210879,0.613480362257032,0.297,0.1,1000
0.639814625210879,0.595531075487287,0.297,0.1,1000
0.639814625210879,0.614632719229563,0.297,0.1,1000
0.639814625210879,0.673342015152314,0.297,0.1,1000
