8
15
15
18
9
3
-2
-1
0
0
3
-12
1
-11
-3
-1
0
0
-1
-4
5
2
1
-2
9
-7
5
-4
-1
-4
-5
-2
1
-4
4
4
6
-2
-3
0
9
10
2
-5
-14
-4
-6
-1
-8
-8
-6
-13
9
4
0
2
16
-11
-6
7
0
1
-2
1
-10
-5
23
-8
-1
-2
5
-4
14
1
-17
6
10
19
-19
2
-14
11
0
-6
0
-14
9
7
-2
-6
0
1
4
-3
2
-6
-1
6
-4
14
-4
-45
-4
-6
-2
3
0
-2
3
-1
-1
3
1
1
-13
-1
2
1
0
-21
9
-1
-23
1
5
30
3
14
-1
-13
8
1
2
-1
0
1
15
-1
-1
-4
4
2
20
0
-18
9
-3
-1
